รหัสสินค้า,รายละเอียด,หน่วยนับ,หมวด,สินค้าต้นงวด,จำนวนขาย,จำนวนซื้อ,จำนวนรับคืน,จำนวนปรับปรุง,จำนวนคงเหลือ,ต้นทุนสินค้ารวม,ราคาต้นทุนเฉลี่ย
2002000389,(NO)กาวยาแนว แอพชิพโด # 911,ถุง,20,24,0,0,0,0,24,318,13.25
2002000390,(NO)กาวยาแนว แอพชิพโด # 916,ถุง,20,218,0,0,0,0,218,2791.39,12.8045
2002000391,(NO)กาวยาแนว แอพชิพโด # 921,ถุง,20,-22,0,0,0,0,-22,0,0
2002000392,(NO)กาวยาแนว แอพชิพโด # 902,ถุง,20,96,0,0,0,0,96,1170.24,12.19
2002000393,(NO)กาวยาแนว แอพชิพโด # 906,ถุง,20,72,0,0,0,0,72,877.68,12.19
2002000394,(NO)กาวยาแนว แอพชิพโด # 908,ถุง,20,36,0,0,0,0,36,468,13
2002000395,(NO)กาวยาแนว แอพชิพโด # 912,ถุง,20,60,0,0,0,0,60,720.36,12.006
2002000396,(NO)กาวยาแนว แอพชิพโด # 913,ถุง,20,336,0,0,0,0,336,4273.24,12.718
2002000397,กาวยาแนว แอพชิพโด # 919,ถุง*,20,222,0,0,0,0,222,1599.4636,7.2048
2002000398,(NO)กาวยาแนว แอพชิพโด # 904,ถุง,20,72,0,0,0,0,72,869.76,12.08
2002000400,(NO)กาวยาแนว แอพชิพโด # 910,ถุง,20,96,0,0,0,0,96,1158.72,12.07
2002000401,(NO)กาวยาแนว แอพชิพโด # 905,ถุง,20,-20,0,0,0,0,-20,0,0
2002000402,(NO)กาวยาแนว แอพชิพโด # 915,ถุง,20,120,0,0,0,0,120,1539.12,12.826
2002000403,(NO)กาวยาแนว แอพชิพโด # 917,ถุง,20,48,0,0,0,0,48,624,13
2002000404,(NO)กาวยาแนว แอพชิพโด # 920,ถุง,20,120,0,0,0,0,120,1443.6,12.03
2002000406,(NO)กาวยาแนว แอพชิพโด # 907,ถุง,20,24,0,0,0,0,24,292.56,12.19
2002000407,(NO)กาวยาแนว แอพชิพโด # 918,ถุง,20,-24,0,0,0,0,-24,0,0
2002000408,(NO)กาวยาแนว แอพชิพโด # 914,ถุง,20,-24,0,0,0,0,-24,0,0
2002000409,(NO)กาวยาแนว แอพชิพโด # 999,ถุง,20,-24,0,0,0,0,-24,0,0
2002000425,ดอกไม้ยาว,กก.,20,9941.6,0,0,0,0,9941.6,1749,0.1759
2002000428,(NO)กาวยาแนว แอพชิพโด # 888,ถุง,20,72,0,0,0,0,72,2152.8,29.9
2002000432,บานประตู PVC แชมป์ 80*180 C-3 สีครีม,บาน,20,4,0,0,0,0,4,7264,1816
2002000433,คีรีบอร์ด ลายเซาะร่อง MDF,แผ่น,04,54,0,0,0,0,54,11066.9133,204.9428
2002000434,บานประตู PVC คอเพียส 80*180 A-3 สีเทา,บาน,20,6,0,0,0,0,6,8201.28,1366.88
2002000435,วงกบ PVC คอเพียส 80*180 สีครีม,ชุด,20,6,0,0,0,0,6,3391.5,565.25
2002000436,ปูนย่อย,กก.,20,7443,318,0,25,216,7366,0,0
2002000437,บานประตู PVC คอเพียส 80*180 A-3 สีครีม,บาน,20,6,0,0,0,0,6,6333.76,1055.6267
2002000438,วงกบ PVC คอเพียส 80*180 สีเทา,ชุด,20,6,0,0,0,0,6,2422.5,403.75
2002000439,บล็อกแก้ว แก้วบุษบา,ก้อน,20,366,0,0,0,0,366,17379.2211,47.4842
2002000440,บล็อกแก้ว แก้วไพลิน,ก้อน,20,9055,0,0,0,0,9055,10217.68,1.1284
2002000441,บล็อกแก้ว แก้วสายธาร,ก้อน,20,216,0,0,0,0,216,11154.24,51.64
2002000442,บล็อกแก้ว พิกุลแก้ว,ก้อน,20,1038,0,0,0,0,1038,8189.7007,7.8899
2002000445,ไม้อัดยาง 10 มม.C,แผ่น+,04,118,0,0,0,0,118,35053.8411,297.0664
2002000445-1,ไม้อัดยาง 10 มม.เกรด C(เสีย),แผ่น*,04,1,0,0,0,0,1,0,0
2002000446,ไม้ปาติเกิ้ล 16 มม. เปลือย,แผ่น+,04,7,18,20,0,0,9,3742.9043,415.8783
2002000447,คีรีบอร์ดขาว 6 มม.ไส้ไม้,แผ่น+,04,54,59,60,1,0,56,28073.671,501.3156
2002000448,ไม้อัดสัก 3 มม.MDF ลายอิตาลี่,แผ่น+,04,5,0,0,0,0,5,1036,207.2
2002000450,โฟเมก้าขาว-ด้าน,แผ่น,04,20,0,0,0,0,20,6100,305
2002000451,ขอ ป.ปลา 4 นิ้ว,ตัว,20,13526,128,0,120,0,13518,9462.6,0.7
2002000454,บานประตู PVC วีพี 70*200 P-3 สีเทา,บาน,20,4,0,0,0,0,4,4760,1190
2002000455,วงกบ PVC วีพี 80*180 สีโอ๊ก,ชุด,20,-1,0,0,0,0,-1,0,0
2002000456,วงกบ PVC วีพี 70*180 สีครีม,ชุด,20,2,0,0,0,0,2,1320,660
2002000457,วงกบ PVC วีพี 70*200 สีครีม,ชุด,20,-4,0,0,0,0,-4,0,0
2002000458,ขอ ป.ปลา 10 นิ้ว,ตัว,20,4595,0,0,0,0,4595,2021.8,0.44
2002000459,ลูกกรงแก้วสีขาวมุกลายใบไม้ 40 ซม.,ต้น,20,14,0,0,0,0,14,1050,75
2002000460,ลูกกรงแก้วสีฟ้ามุกลายใบไม้ 40 ซม.,ต้น,20,2,0,0,0,0,2,150,75
2002000461,ลูกกรงแก้วทรงเกลียวสีขาวมุก 50 ซม.,ต้น,89,256,97,0,0,0,159,10117.8801,63.6345
2002000462,ลูกกรงแก้วทรงเกลียวสีน้ำเงิน 50 ซม.,ต้น,20,198,0,0,0,0,198,10155.8202,51.292
2002000467,วงกบ PVC แชมป์ 80*180 สีครีม,ชุด,20,2,0,0,0,0,2,1453.5,726.75
2002000468,วงกบ PVC แชมป์ 80*180 สีเทา,ชุด,20,1,0,0,0,0,1,484.5,484.5
2002000469,บานประตู PVC แชมป์ 80*180 C-3 สีเทา,บาน,20,4,0,0,0,0,4,7267.52,1816.88
2002000470,บานประตู PVC แชมป์ 80*180 C-2 สีเทา,บาน,20,2,0,0,0,0,2,3310,1655
2002000471,แผ่นฝ้าเสือดำ C-610,แผ่น,20,244,0,0,0,0,244,3280,13.4426
2002000472,แผ่นฝ้าเสือดำ C-616,แผ่น,20,1,0,0,0,0,1,14,14
2002000473,แผ่นฝ้าเสือดำ C-618,แผ่น,20,98,0,0,0,0,98,1632,16.6531
2002000474,แผ่นฝ้าเสือดำ C-619,แผ่น,20,289,0,0,0,0,289,3875,13.4083
2002000475,แผ่นฝ้าเสือดำ C-620,แผ่น,20,388,0,0,0,0,388,5432,14
2002000480,วงกบ PVC วีพี 70*200 P-2 สีเทา,ชุด,20,8,0,0,0,0,8,3915.45,489.4312
2002000481,อิฐมอญโค้ง,ก้อน,11,300,0,0,0,0,300,360,1.2
2002000482,อิฐมอญเล็ก,ก้อน,20,6786,18598,24000,0,1900,14088,9427.2571,0.6692
2002000483,อิฐกลาง,ก้อน,20,1000,0,0,0,0,1000,1000,1
2002000485,ซีลาย สังกะสี # 26,เส้น,20,876,928,780,0,0,728,21877.4906,30.0515
2002000485-1,ซีลาย สังกะสี # 26(เสีย),เส้น,20,14,0,0,0,0,14,0,0
2002000486,แป๊ปมิเนียม 3/4 บาง,ท่อน,03,44,5,0,0,0,39,2106,54
2002000487,"ฉากสังกะสี 5/8""",เส้น,20,1316,77,0,0,0,1239,9620.8326,7.765
2002000494,อิฐโชว์,ก้อน,20,2818,0,0,0,0,2818,5623.8583,1.9957
2002000498,คีรีบอร์ด ลายหินแกรนิต MDF,แผ่น,04,6,0,0,0,0,6,1560,260
2002000499,คีรีบอร์ด ลายสัก # 088 MDF,แผ่น+,04,62,5,0,0,0,57,12872.1171,225.8266
2002000500,ขอเกาะสีรุ้ง 8 นิ้ว 25 กก.,ตัว*,20,32209,1003,1000,0,0,32206,46552.8523,1.4455
2002000501,บานประตู PVC วีพี 70*180 P-1 สีเทา,บาน,20,4,0,0,0,0,4,4574.2,1143.55
2002000503,บานประตู PVC วีพี 70*200 P-1 สีเทา,บาน,20,1,0,0,0,0,1,1352.4,1352.4
2002000504,บานประตู PVC วีพี 70*200 P-2 สีเทา,บาน,20,7,0,0,0,0,7,17050,2435.7143
2002000505,บานประตู PVC วีพี 70*200 P-1 สีครีม,บาน,20,4,0,0,0,0,4,5409.6,1352.4
2002000508,ลูกกรงแก้วม่านแก้วขาวมุก 50 ซม.,ต้น,20,48,0,0,0,0,48,3654,76.125
2002000509,ลูกกรงแก้วม้าน้ำสีน้ำเงิน 50 ซม.,ต้น,20,32,0,0,0,0,32,1920,60
2002000510,ลูกกรงแก้วผักกาดขาว 50 ซม.,ต้น,20,73,0,0,0,0,73,4380,60
2002000512,ลูกกรงแก้วโรมันสีขาว 50 ซม.,ต้น,20,3,0,0,0,0,3,2160,720
2002000513,ลูกกรงแก้วใบเฟริน์(ใบข่า)ขาวมุก 40 ซม.,ต้น*,20,258,0,0,0,0,258,12391.9355,48.0308
2002000514,ลูกกรงแก้วใบเฟริน์สีน้ำเงิน 40 ซม.,ต้น,20,49,0,0,0,0,49,2450,50
2002000515,ลูกกรงแก้วบัวร้อยสีน้ำเงิน 40 ซม.,ต้น,20,100,0,0,0,0,100,5000,50
2002000516,ลูกกรงแก้วใบเฟริน์(ใบข่า)ฟ้ามุก 40 ซม.,ต้น*,20,200,0,0,0,0,200,10213,51.065
2002000517,ไม้อัดสัก 4 มม.ลายอิตาลี่,แผ่น+,04,35,11,0,0,0,24,5710,237.9167
2002000519,บานประตู PVC วีพี 70*180 P-3 สีครีม,บาน,20,2,0,0,0,0,2,2878.5,1439.25
2002000523,วงกบ PVC คอเพียส 70*200 สีเทา,ชุด,20,7,0,0,0,0,7,2826.25,403.75
2002000524,วงกบ PVC คอเพียส 70*200 สีครีม,ชุด,20,2,0,0,0,0,2,807.5,403.75
2002000525,ไม้อัดยาง 3 มม.MDF,แผ่น+,04,194,32,30,0,0,192,26004.1691,135.4384
2002000525-1,ไม้อัดยาง 3 มม.MDF(เสีย),แผ่น,04,2,0,0,0,0,2,0,0
2002000526,ขอเกาะสีรุ้ง 8 นิ้ว 15 กก.,ตัว,20,7000,0,0,0,0,7000,4900,0.7
2002000527,บานประตู PVC คอเพียส 80*180 A-2 สีเทา,บาน,20,2,0,0,0,0,2,2050,1025
2002000531,คีรีบอร์ดขาว 10 มม.,แผ่น+,04,28,66,50,0,0,12,4198.7268,349.8939
2002000532,คีรีบอร์ดขาว 3 มม. MDF*,แผ่น+,89,94,21,0,0,0,73,17182.7547,235.3802
2002000533,ลูกกรงแก้วม่านแก้วสีฟ้ามุก 50 ซม.,ต้น,20,41,0,0,0,0,41,2847,69.439
2002000534,ลูกกรงแก้วทรงเกลียวสีขาว 50 ซม.,ต้น,20,50,0,0,0,0,50,2371.4286,47.4286
2002000535,ไม้ปาติเกิ้ล 12 มม.เปลือย,แผ่น+,04,66,21,30,0,0,75,15464.963,206.1995
2002000536,ลูกกรงแก้วดอกแก้วสีน้ำเงิน 30 ซม.,ต้น,20,64,0,0,0,0,64,2664.96,41.64
2002000537,ลูกกรงแก้วกลีบบัว สีขาวมุก 50 ซม.,ต้น,20,9,0,0,0,0,9,637.3,70.8111
2002000538,ลูกกรงแก้วลานนา สีขาว 50 ซม.,ต้น,20,21,0,0,0,0,21,833.34,39.6829
2002000539,ลูกกรงแก้วทรงเกลียวสีฟ้ามุก 50 ซม.,ต้น,20,94,111,0,0,0,-17,2309.2314,-135.8371
2002000540,ไม้อัดยาง 6 มม. MDF,แผ่น+,04,62,0,0,0,0,62,13993.2267,225.6972
2002000541,ไม้อัดยาง 4 มม. MDF,แผ่น+,04,-19,0,0,0,0,-19,0,0
2002000543,บานประตู PVC วีพี 80*180 P-1 สีครีม,บาน,20,1,0,0,0,0,1,3480,3480
2002000544,บานประตู PVC วีพี 80*180 P-2 สีครีม,บาน,20,1,0,0,0,0,1,2796,2796
2002000545,บานประตู PVC วีพี 80*180 P-2 สีเทา,บาน,20,3,0,0,0,0,3,6150,2050
2002000546,ซีลาย สังกะสี # 24,เส้น+,20,602,621,1080,22,0,1083,26181.579,24.175
2002000556,บานประตูไม้เนื้อแข็ง L-123 80*180,บาน,20,1,0,0,0,0,1,2205,2205
2002000563,บานประตูไม้เนื้อแข็ง L-122 100*200,บาน,04,3,0,0,0,0,3,8820,2940
2002000566,ลูกกรงแก้วบัวร้อยขาว 50 ซม.,ต้น,20,72,0,0,0,0,72,4536,63
2002000567,ลูกกรงแก้วทรงเกลียวสีขาวมุก 40 ซม.,ต้น,89,17,67,0,13,0,-37,888.4444,-24.012
2002000568,ลูกกรงแก้วใบเฟริน์สีน้ำเงิน 50 ซม.,ต้น,20,242,0,0,0,0,242,12706,52.5041
2002000569,ลูกกรงแก้วเสาเอกน้ำเงินเคลือบมุก 40 ซม.,ต้น,20,18,0,0,0,0,18,1081,60.0556
2002000570,ลูกกรงแก้วทรงเกลียวสีฟ้ามุก 40 ซม.,ต้น,20,37,0,0,0,0,37,2025.4213,54.7411
2002000574,ลวดชุบสังกะสีดึงตรง # 7*3 ม.,เส้น,20,-125,0,0,0,0,-125,150.2273,-1.2018
2002000576,บานประตู PVC วีพี 80*180 P-3 สีเทา,บาน,20,2,0,0,0,0,2,1870,935
2002000578,ประตูอัดยาง 80*180 กันน้ำ,บาน+,04,1,0,0,0,0,1,370,370
2002000579,ประตูอัดยาง 80*200 กันน้ำ,บาน+,04,2,0,0,0,0,2,1160,580
2002000581,ประตูอัดยาง 70*200 กันน้ำ,บาน+,04,3,0,0,0,0,3,1530,510
2002000582,คร่าวซอยสังกะสีชุบขาว,เส้น*,20,255,3042,3486,0,974,1673,7638,4.5655
2002000583,คร่าวหลักสังกะสีชุบขาว,เส้น*,20,2413,517,525,0,0,2421,79506.0706,32.8402
2002000584,คร่าวริมสังกะสีชุบขาว,เส้น*,20,1053,375,360,0,0,1038,24870.5541,23.9601
2002000585,วงกบไม้ 70*180A,วง,04,5,3,0,0,0,2,3125,1562.5
2002000586,วงกบไม้ 80*180 A,วง+,04,-6,4,4,0,0,-6,1306.6667,-217.7778
2002000587,วงกบไม้ 70*200 A,วง,04,11,14,10,0,0,7,4340,620
2002000588,วงกบไม้ 80*200(A),วง*,04,-3,20,20,0,0,-3,652.4793,-217.4931
2002000589,วงกบไม้ 90*200 A,วง,04,26,4,5,2,0,29,17698.5068,610.2933
2002000590,วงกบไม้ 100*200(A),วง,04,14,4,5,0,0,15,9389.1894,625.946
2002000591,บานประตู PVC วีพี 80*200 P-2 สีเทา,บาน,20,6,0,0,0,0,6,1440,240
2002000592,บานประตู PVC วีพี 80*200 P-1 สีเทา,บาน,20,3,0,0,0,0,3,3342.06,1114.02
2002000593,บานประตู PVC วีพี 80*200 P-1 สีครีม,บาน,20,9990,0,0,0,0,9990,7704131.76,771.1844
2002000594,บานประตู PVC วีพี 80*200 P-2 สีครีม,บาน,20,-2,0,0,0,0,-2,0,0
2002000595,วงกบ PVC วีพี 80*200 สีเทา,วง,20,2,0,0,0,0,2,719.64,359.82
2002000599,"แป๊ปดำท่อไอเสีย 1 1/2""",ท่อน,03,7,0,0,0,0,7,1400,200
2002000600,"แป๊ปดำท่อไอเสีย 1 5/8""",ท่อน,03,1,0,0,0,0,1,0,0
2002000603,บานหน้าต่างไม้ฉำฉา 60*100,บาน,04,1,0,0,0,0,1,200,200
2002000604,ลวดถัก 3.00 ม.,กก.,20,85.91,0,0,0,0,85.91,1442.5347,16.7912
2002000607,บานประตูไม้เนื้อแข็ง L-123 80*200,บาน,04,1,0,0,0,0,1,2295,2295
2002000610,บานประตูไม้เนื้อแข็ง L-120 90*200,บาน,04,3,0,0,0,0,3,6885,2295
2002000612,คีรีบอร์ดลายไผ่ตรง 3 มม.MDF,แผ่น,04,-3,0,0,0,0,-3,210,-70
2002000614,บานหน้าต่างกระจกไม้เนื้อแข็ง 6ช่อง50*100,บาน,04,33,0,0,0,0,33,10524.2105,318.9155
2002000615,บานหน้าต่างทึบไม้เนื้อแข็ง 6 ช่อง 60*100,บาน+,04,5,0,0,0,0,5,15436.6682,3087.3336
2002000616,หน้าต่างทึบไม้เนื้อแข็ง 6ช่อง 60*110 ซม.,บาน,20,20,0,0,0,0,20,8000,400
2002000617,บานประตู PVC ซีอีเอส 70*180 R-01 สีครีม,บาน,20,2,0,0,0,0,2,2100,1050
2002000621,บานประตูไม้เนื้อแข็ง L-120 80*200,บาน,04,2,0,0,0,0,2,4950,2475
2002000622,วงกบไม้ 2 ช่อง 60*100,วง,04,3,3,5,0,0,5,3250,650
2002000623,วงกบไม้ 2 ช่อง 60*110,วง,04,-4,0,0,0,0,-4,3900,-975
2002000624,บานประตู PVC ซีอีเอส 70*180 R-01 สีเทา,บาน,20,2,0,0,0,0,2,2100,1050
2002000626,วงกบ PVC ซีอีเอส 70*180 สีเทา,วง,20,-1,0,0,0,0,-1,0,0
2002000629,บานประตูไม้เนื้อแข็ง L-138 70*200,บาน,04,1,0,0,0,0,1,1440,1440
2002000634,ลูกกรงแก้วฟาโรห์ฟ้ามุก 50 ซม.,ต้น,20,104,0,0,0,0,104,6760,65
2002000635,บานหน้าต่างกระจกไม้เนื้อแข็ง 6ช่อง60*100,บาน,04,52,0,0,0,0,52,23698.75,455.7452
2002000636,บานหน้าต่างทึบไม้เนื้อแข็ง 6 ช่อง 50*100,บาน,04,-16,0,0,0,0,-16,0,0
2002000638,บานหน้าต่างกระจกไม้เนื้อแข็ง 6ช่อง60*110,บาน,04,59,0,0,0,0,59,17978.8085,304.7256
2002000639,วงกบไม้ 2 ช่อง 50*100,วง*,04,-1,1,5,0,0,3,2480,826.6667
2002000640,ลูกกรงแก้วทรงเกลียวสีน้ำเงิน 40 ซม.,ต้น,20,100,0,0,0,0,100,3583.5938,35.8359
2002000641,บานประตู PVC ซีอีเอส 70*200 R-01 สีเทา,บาน,20,4,0,0,0,0,4,5658,1414.5
2002000642,วงกบ PVC ซีอีเอส 70*200 สีเทา,วง,20,-1,0,0,0,0,-1,0,0
2002000643,บานประตู PVC ซีอีเอส 70*200 R-02 สีครีม,บาน,20,6,0,0,0,0,6,6105.42,1017.57
2002000644,วงกบ PVC ซีอีเอส 70*200 สีครีม,วง,20,2,0,0,0,0,2,744.56,372.28
2002000645,บานประตู PVC ซีอีเอส 70*200 R-02 สีเทา,บาน,20,-1,0,0,0,0,-1,0,0
2002000649,ใยแก้วลอนคู่ใส 1.50 ม.,แผ่น,20,72,2,0,0,0,70,7004.849,100.0693
2002000650,"แป๊บแสตนเลส 1/2"" 1มม.",เมตร,20,3.2667,0,0,0,0,3.2667,3512.3304,1075.2032
2002000655,หินคลุก,คิว,20,157,95,0,0,0,62,14149.8284,228.223
